Fecha,Ciudad,Tipo_Hospedaje,Precio_Noche_USD,Noches,Precio_Total_USD
2025-03-07,Barcelona,Hostal,17.24,7,120.68
2024-04-05,Praga,Hotel 2 estrellas,58.32,5,291.6
2024-01-24,Sídney,Hostal,11.66,13,151.58
2024-10-30,París,Hotel 2 estrellas,66.22,3,198.66
2023-02-01,Barcelona,Hotel 2 estrellas,72.62,13,944.06
2023-05-21,Delhi,Hostal,32.48,13,422.24
2024-07-23,Ciudad del Cabo,Hotel 5 estrellas,212.14,5,1060.7
2024-06-23,San Francisco,Airbnb,62.74,5,313.7
2023-06-17,El Cairo,Airbnb,159.65,7,1117.55
2024-07-19,Berlín,Hostal,17.73,9,159.57
2022-09-27,Seúl,Hostal,17.32,14,242.48
2022-08-14,Nueva York,Hotel 4 estrellas,186.71,6,1120.26
2024-04-19,París,Hotel 4 estrellas,125.49,9,1129.41
2024-06-30,Estambul,Hotel 5 estrellas,420.36,6,2522.16
2024-05-18,Bangkok,Hotel 3 estrellas,128.52,4,514.08
2024-02-21,San Francisco,Hostal,22.46,1,22.46
2023-09-27,Berlín,Hotel 4 estrellas,229.87,12,2758.44
2024-02-27,Delhi,Hostal,29.88,8,239.04
2024-04-26,París,Hostal,49.61,10,496.1
2024-01-12,Praga,Hostal,12.77,11,140.47
2024-03-30,Moscú,Hotel 3 estrellas,60.48,2,120.96
2023-03-01,Nueva York,Hotel 2 estrellas,79.12,13,1028.56
2024-02-04,Buenos Aires,Hotel 2 estrellas,64.79,1,64.79
2022-07-07,Barcelona,Hotel 4 estrellas,213.07,7,1491.49
2023-03-06,Ciudad de México,Hotel 2 estrellas,43.29,3,129.87
2023-11-03,Ciudad de México,Hotel 2 estrellas,79.2,5,396.0
2024-08-27,Estambul,Hotel 3 estrellas,103.36,4,413.44
2023-04-15,Ámsterdam,Hotel 2 estrellas,50.68,8,405.44
2025-01-03,Ciudad del Cabo,Hostal,18.25,5,91.25
2024-10-12,Singapur,Hotel 4 estrellas,213.89,1,213.89
2024-09-26,Toronto,Hotel 5 estrellas,563.19,2,1126.38
2023-12-08,Toronto,Airbnb,59.64,2,119.28
2023-12-23,Nueva York,Hotel 3 estrellas,131.96,11,1451.56
2022-09-04,Buenos Aires,Hotel 2 estrellas,70.68,9,636.12
2024-05-24,Ciudad de México,Hotel 3 estrellas,72.65,6,435.9
2022-06-25,Sídney,Airbnb,60.09,11,660.99
2023-10-07,Berlín,Hotel 3 estrellas,76.01,7,532.07
2024-07-30,El Cairo,Hostal,36.18,1,36.18
2023-03-18,Delhi,Airbnb,107.95,8,863.6
2024-06-17,Ciudad del Cabo,Hotel 4 estrellas,234.84,8,1878.72
2022-06-28,Barcelona,Hotel 3 estrellas,104.44,8,835.52
2022-08-27,Bangkok,Hostal,22.87,13,297.31
2024-04-15,Delhi,Hotel 2 estrellas,44.9,8,359.2
2024-08-29,San Francisco,Hostal,25.7,4,102.8
2023-08-05,Tokio,Hotel 2 estrellas,68.11,3,204.33
2024-04-10,Toronto,Hotel 5 estrellas,784.96,5,3924.8
2023-12-30,El Cairo,Hostal,44.53,3,133.59
2022-11-21,Tokio,Hotel 3 estrellas,127.76,4,511.04
2022-07-02,Lima,Hotel 2 estrellas,60.97,6,365.82
2023-12-30,El Cairo,Hotel 2 estrellas,52.37,6,314.22
2024-09-28,Sídney,Hotel 5 estrellas,499.63,10,4996.3
2024-09-09,París,Hotel 3 estrellas,138.86,4,555.44
2024-05-12,Delhi,Hostal,22.83,8,182.64
2025-04-04,Seúl,Hotel 3 estrellas,135.78,4,543.12
2023-11-06,Bangkok,Airbnb,86.99,3,260.97
2022-12-06,Toronto,Hotel 2 estrellas,61.54,5,307.7
2024-09-15,El Cairo,Hotel 4 estrellas,170.96,10,1709.6
2025-01-17,Nueva York,Hotel 3 estrellas,75.41,12,904.92
2022-07-12,Tokio,Hotel 2 estrellas,68.92,12,827.04
2025-03-03,Río de Janeiro,Hotel 3 estrellas,81.22,2,162.44
2024-03-24,Moscú,Hotel 3 estrellas,108.61,3,325.83
2023-01-07,Moscú,Hotel 2 estrellas,58.14,1,58.14
2023-02-18,Berlín,Hotel 5 estrellas,792.52,9,7132.68
2022-10-31,Dubái,Airbnb,100.74,2,201.48
2024-08-08,Delhi,Hotel 4 estrellas,112.96,3,338.88
2022-09-30,Londres,Airbnb,98.68,1,98.68
2023-06-14,Seúl,Airbnb,93.22,2,186.44
2022-09-22,Ciudad del Cabo,Hotel 4 estrellas,201.71,8,1613.68
2023-01-30,Ciudad del Cabo,Hotel 3 estrellas,88.91,6,533.46
2024-05-15,Barcelona,Hotel 5 estrellas,647.46,13,8416.98
2025-03-10,Bangkok,Hotel 2 estrellas,58.48,7,409.36
2024-09-04,Bangkok,Hotel 3 estrellas,131.55,8,1052.4
2024-11-03,Praga,Hotel 2 estrellas,77.0,11,847.0
2024-12-31,Moscú,Hotel 5 estrellas,477.85,10,4778.5
2023-01-18,Barcelona,Hotel 3 estrellas,64.79,10,647.9
2023-06-02,Nueva York,Airbnb,101.1,10,1011.0
2023-10-03,El Cairo,Hotel 5 estrellas,226.68,3,680.04
2022-12-18,Río de Janeiro,Hotel 3 estrellas,81.51,9,733.59
2023-08-15,Río de Janeiro,Hotel 3 estrellas,72.63,1,72.63
2023-02-12,Praga,Hostal,31.2,14,436.8
2023-01-21,Nueva York,Hotel 5 estrellas,628.62,4,2514.48
2023-09-30,Londres,Hotel 4 estrellas,228.37,9,2055.33
2025-01-03,Dubái,Hotel 2 estrellas,58.13,1,58.13
2023-07-02,Ámsterdam,Hotel 4 estrellas,187.13,1,187.13
2022-07-19,Dubái,Hotel 3 estrellas,72.05,3,216.15
2022-09-15,París,Hotel 3 estrellas,93.69,10,936.9
2023-04-15,Sídney,Hostal,40.88,9,367.92
2023-02-07,Bangkok,Hostal,10.59,3,31.77
2024-11-15,Barcelona,Hotel 5 estrellas,707.69,1,707.69
2023-11-20,Río de Janeiro,Airbnb,98.57,6,591.42
2022-11-24,Toronto,Hotel 2 estrellas,62.96,14,881.44
2024-05-08,Berlín,Hotel 5 estrellas,349.05,2,698.1
2022-12-18,Bangkok,Hotel 4 estrellas,180.43,10,1804.3
2024-12-05,Ciudad de México,Hotel 2 estrellas,65.95,10,659.5
2023-01-02,Ámsterdam,Hotel 2 estrellas,61.32,3,183.96
2025-01-27,San Francisco,Hostal,39.68,5,198.4
2024-11-19,Londres,Hotel 5 estrellas,387.84,2,775.68
2022-09-17,Tokio,Airbnb,85.21,10,852.1
2025-03-10,Lima,Airbnb,102.7,1,102.7
2024-04-19,El Cairo,Airbnb,185.35,11,2038.85
2024-03-25,Praga,Hostal,43.9,5,219.5
2023-06-07,Bangkok,Hotel 2 estrellas,44.73,7,313.11
2022-09-29,Bangkok,Hotel 2 estrellas,51.38,9,462.42
2024-10-11,Estambul,Hotel 5 estrellas,242.41,12,2908.92
2024-04-28,Tokio,Hotel 2 estrellas,64.65,11,711.15
2024-09-27,Ciudad del Cabo,Hotel 2 estrellas,43.71,12,524.52
2024-02-02,Sídney,Hotel 2 estrellas,52.04,11,572.44
2024-04-02,Bangkok,Hotel 4 estrellas,235.12,10,2351.2
2022-11-06,Toronto,Hotel 4 estrellas,203.67,12,2444.04
2023-05-19,Nueva York,Hostal,27.94,9,251.46
2022-10-04,Río de Janeiro,Hostal,28.15,13,365.95
2022-07-24,Toronto,Airbnb,74.68,12,896.16
2024-06-19,Delhi,Hotel 4 estrellas,199.22,3,597.66
2024-05-01,Bangkok,Hotel 4 estrellas,157.35,1,157.35
2024-12-20,París,Hotel 3 estrellas,141.83,8,1134.64
2023-08-27,París,Hotel 3 estrellas,60.49,9,544.41
2023-09-14,San Francisco,Hotel 5 estrellas,315.94,13,4107.22
2024-02-05,Delhi,Hostal,10.09,9,90.81
2024-07-27,Bangkok,Hotel 2 estrellas,45.64,1,45.64
2024-11-19,Roma,Hostal,24.21,6,145.26
2023-10-11,Ciudad del Cabo,Hotel 3 estrellas,133.89,1,133.89
2024-05-05,San Francisco,Hotel 4 estrellas,141.55,2,283.1
2024-08-29,Berlín,Hotel 3 estrellas,139.97,10,1399.7
2025-03-12,Moscú,Hotel 5 estrellas,207.36,4,829.44
2024-08-25,Roma,Airbnb,88.33,5,441.65
2023-01-03,Barcelona,Hostal,23.93,10,239.3
2022-09-29,San Francisco,Hotel 2 estrellas,54.99,4,219.96
2023-08-29,Roma,Hotel 5 estrellas,231.72,2,463.44
2023-06-13,Bangkok,Hostal,19.69,1,19.69
2024-01-13,Moscú,Hotel 5 estrellas,373.5,13,4855.5
2025-03-02,Berlín,Hotel 2 estrellas,58.22,14,815.08
2023-04-16,Seúl,Hotel 3 estrellas,129.16,6,774.96
2024-06-15,Barcelona,Hotel 3 estrellas,146.88,3,440.64
2023-09-24,Roma,Hotel 5 estrellas,793.51,7,5554.57
2022-08-27,Ciudad de México,Hotel 2 estrellas,66.9,8,535.2
2022-12-24,Berlín,Hotel 5 estrellas,396.59,3,1189.77
2022-11-12,Delhi,Hotel 5 estrellas,262.26,9,2360.34
2025-04-16,Singapur,Hotel 4 estrellas,192.74,12,2312.88
2023-12-15,Berlín,Hotel 4 estrellas,148.29,10,1482.9
2023-11-05,Dubái,Hostal,10.1,7,70.7
2024-06-26,Sídney,Hotel 5 estrellas,777.94,12,9335.28
2023-03-01,Río de Janeiro,Hotel 5 estrellas,329.12,5,1645.6
2023-02-05,Delhi,Hotel 3 estrellas,70.65,9,635.85
2025-03-11,El Cairo,Hotel 4 estrellas,176.53,10,1765.3
2022-08-13,Barcelona,Hotel 5 estrellas,544.22,3,1632.66
2024-10-31,Singapur,Hotel 3 estrellas,107.44,6,644.64
2023-03-24,Tokio,Airbnb,162.67,10,1626.7
2024-10-03,Ámsterdam,Hotel 4 estrellas,147.18,11,1618.98
2022-08-18,Buenos Aires,Hotel 5 estrellas,450.12,1,450.12
2023-01-08,Moscú,Hotel 2 estrellas,56.55,11,622.05
2024-01-06,Delhi,Hostal,40.08,6,240.48
2023-02-12,Nueva York,Hotel 5 estrellas,335.38,12,4024.56
2023-12-23,Dubái,Hotel 4 estrellas,194.97,5,974.85
2024-05-25,Río de Janeiro,Hotel 5 estrellas,875.82,9,7882.38
2022-10-07,El Cairo,Hostal,10.7,5,53.5
2024-01-04,Bangkok,Hotel 3 estrellas,146.33,8,1170.64
2025-02-12,Delhi,Hotel 3 estrellas,107.69,14,1507.66
2022-12-06,El Cairo,Hotel 3 estrellas,76.78,6,460.68
2022-09-02,Moscú,Hotel 4 estrellas,143.98,1,143.98
2024-09-11,Lima,Airbnb,182.97,3,548.91
2024-03-11,París,Hotel 3 estrellas,63.05,11,693.55
2023-03-16,Estambul,Hostal,34.04,8,272.32
2025-03-03,Buenos Aires,Airbnb,124.13,6,744.78
2022-09-07,Buenos Aires,Hotel 5 estrellas,906.93,5,4534.65
2022-06-26,Buenos Aires,Hotel 3 estrellas,80.71,5,403.55
2024-02-29,Río de Janeiro,Hotel 2 estrellas,66.86,7,468.02
2022-08-09,Sídney,Hotel 2 estrellas,55.66,9,500.94
2023-10-14,Berlín,Hotel 3 estrellas,148.36,3,445.08
2022-07-05,Lima,Hotel 5 estrellas,378.19,3,1134.57
2023-07-22,Moscú,Hotel 5 estrellas,683.51,4,2734.04
2022-12-18,Londres,Hotel 5 estrellas,632.57,11,6958.27
2024-03-28,El Cairo,Hotel 5 estrellas,367.44,6,2204.64
2024-10-11,Ámsterdam,Hotel 2 estrellas,44.09,4,176.36
2023-04-18,Londres,Hotel 2 estrellas,72.37,14,1013.18
2024-08-07,Ciudad del Cabo,Hotel 5 estrellas,276.29,11,3039.19
2022-10-27,Londres,Hotel 3 estrellas,65.12,7,455.84
2023-12-06,Nueva York,Airbnb,112.69,13,1464.97
2023-11-28,París,Hotel 2 estrellas,72.94,8,583.52
2023-05-25,Praga,Hostal,35.58,8,284.64
2023-03-16,Nueva York,Airbnb,155.62,7,1089.34
2024-03-06,Ámsterdam,Hotel 5 estrellas,844.84,10,8448.4
2022-07-17,Seúl,Hotel 4 estrellas,136.15,3,408.45
2023-12-28,Singapur,Hotel 5 estrellas,451.4,2,902.8
2023-02-04,Buenos Aires,Airbnb,124.12,4,496.48
2024-06-05,Roma,Hotel 4 estrellas,104.75,8,838.0
2025-01-08,Delhi,Hotel 4 estrellas,245.63,10,2456.3
2025-01-28,Lima,Hotel 5 estrellas,763.67,13,9927.71
2024-08-12,San Francisco,Hotel 2 estrellas,68.48,9,616.32
2025-02-03,París,Hostal,24.33,10,243.3
2024-12-24,Roma,Hotel 4 estrellas,190.57,11,2096.27
2025-01-15,Estambul,Hostal,47.52,12,570.24
2024-08-13,Seúl,Hotel 3 estrellas,140.67,4,562.68
2023-01-20,París,Hotel 2 estrellas,67.06,4,268.24
2023-02-17,Lima,Hotel 2 estrellas,66.93,14,937.02
2023-02-20,Ámsterdam,Airbnb,121.32,12,1455.84
2024-01-18,Toronto,Hotel 4 estrellas,138.69,1,138.69
2024-11-07,Berlín,Hostal,39.86,9,358.74
2023-11-03,Seúl,Hostal,16.48,2,32.96
2024-12-13,San Francisco,Hotel 3 estrellas,64.97,5,324.85
2023-04-23,Dubái,Hostal,39.42,4,157.68
2024-08-28,Toronto,Hotel 2 estrellas,79.38,10,793.8
2024-05-16,Singapur,Hotel 2 estrellas,69.42,1,69.42
2023-03-16,Ciudad de México,Hostal,42.67,1,42.67
2023-03-23,París,Hotel 3 estrellas,115.0,5,575.0
2022-08-12,Lima,Hotel 5 estrellas,503.52,10,5035.2
2023-02-03,Lima,Airbnb,182.25,14,2551.5
2023-10-25,Singapur,Hostal,44.81,1,44.81
2024-01-03,Seúl,Hotel 3 estrellas,123.27,2,246.54
2022-11-24,El Cairo,Airbnb,176.1,14,2465.4
2024-10-28,Estambul,Airbnb,40.13,3,120.39
2024-10-14,Toronto,Hotel 3 estrellas,131.87,1,131.87
2024-08-08,Roma,Hotel 5 estrellas,225.8,9,2032.2
2024-03-13,San Francisco,Hotel 2 estrellas,46.62,5,233.1
2025-03-16,Singapur,Hotel 4 estrellas,193.54,7,1354.78
2024-01-22,Ciudad de México,Hotel 3 estrellas,96.37,6,578.22
2022-10-09,San Francisco,Hotel 2 estrellas,60.14,9,541.26
2024-05-12,Buenos Aires,Hotel 4 estrellas,193.04,14,2702.56
2024-10-20,Ciudad de México,Hotel 2 estrellas,55.9,5,279.5
2023-10-31,Ciudad de México,Airbnb,133.92,4,535.68
2024-06-20,Buenos Aires,Hotel 3 estrellas,104.16,1,104.16
2024-07-17,Londres,Hotel 5 estrellas,456.71,3,1370.13
2023-10-26,Dubái,Hotel 2 estrellas,78.81,8,630.48
2023-08-17,Roma,Hotel 2 estrellas,76.44,1,76.44
2023-07-09,Moscú,Hotel 2 estrellas,49.17,12,590.04
2025-02-13,Roma,Hotel 3 estrellas,104.14,7,728.98
2023-02-22,Ciudad de México,Hotel 2 estrellas,60.73,10,607.3
2022-12-01,Moscú,Hotel 5 estrellas,845.87,4,3383.48
2023-02-07,Ámsterdam,Hotel 4 estrellas,192.1,5,960.5
2024-07-01,Buenos Aires,Hotel 3 estrellas,83.91,9,755.19
2022-11-08,Delhi,Hotel 5 estrellas,891.91,5,4459.55
2023-11-07,París,Hotel 4 estrellas,212.22,3,636.66
2024-01-09,Barcelona,Airbnb,65.8,8,526.4
2025-02-02,Lima,Hotel 3 estrellas,66.12,9,595.08
2023-12-23,Londres,Hostal,47.37,14,663.18
2025-04-24,Praga,Hotel 4 estrellas,183.5,12,2202.0
2024-11-14,Sídney,Hostal,10.31,12,123.72
2024-12-02,Sídney,Hotel 3 estrellas,145.2,7,1016.4
2022-05-31,El Cairo,Hostal,43.14,4,172.56
2022-08-31,Singapur,Hotel 2 estrellas,75.55,9,679.95
2023-02-10,Tokio,Hotel 4 estrellas,220.78,1,220.78
2023-11-14,Toronto,Hotel 3 estrellas,141.58,11,1557.38
2022-06-17,Ciudad de México,Hotel 5 estrellas,504.51,1,504.51
2025-02-23,Barcelona,Hotel 2 estrellas,44.02,14,616.28
2023-10-07,Tokio,Airbnb,135.94,7,951.58
2023-01-05,San Francisco,Hostal,24.98,2,49.96
2025-01-26,El Cairo,Airbnb,193.32,2,386.64
2025-03-27,Ciudad del Cabo,Hotel 4 estrellas,249.44,6,1496.64
2023-12-28,El Cairo,Hotel 4 estrellas,116.33,9,1046.97
2022-09-01,Dubái,Hotel 3 estrellas,109.48,2,218.96
2024-06-20,Singapur,Hotel 4 estrellas,148.13,10,1481.3
2024-10-26,Toronto,Airbnb,80.09,5,400.45
2022-11-26,San Francisco,Hotel 4 estrellas,186.86,2,373.72
2024-03-11,Bangkok,Hotel 5 estrellas,643.27,8,5146.16
2024-03-09,Roma,Hotel 4 estrellas,247.3,5,1236.5
2024-06-03,Roma,Hostal,37.12,6,222.72
2025-03-21,Berlín,Hostal,40.37,3,121.11
2024-11-13,Toronto,Hotel 2 estrellas,42.7,6,256.2
2023-06-11,Berlín,Hotel 4 estrellas,144.54,12,1734.48
2025-03-14,Barcelona,Hotel 3 estrellas,78.14,6,468.84
2023-07-30,Barcelona,Hotel 4 estrellas,131.49,8,1051.92
2024-11-10,Dubái,Hotel 4 estrellas,175.5,4,702.0
2022-07-19,Toronto,Hotel 2 estrellas,41.9,11,460.9
2024-07-21,Río de Janeiro,Hotel 3 estrellas,132.54,6,795.24
2025-04-06,Berlín,Hotel 3 estrellas,100.1,4,400.4
2024-10-16,Estambul,Hotel 5 estrellas,812.43,8,6499.44
2022-07-06,Berlín,Hotel 2 estrellas,62.49,6,374.94
2022-06-12,Dubái,Airbnb,60.47,14,846.58
2025-02-23,Praga,Hotel 2 estrellas,62.72,4,250.88
2024-02-11,Londres,Hotel 4 estrellas,115.05,7,805.35
2023-03-18,Toronto,Airbnb,64.76,12,777.12
2025-02-26,Moscú,Hotel 2 estrellas,43.99,2,87.98
2023-08-25,Buenos Aires,Hotel 5 estrellas,304.04,6,1824.24
2024-03-10,Nueva York,Hostal,13.64,1,13.64
2023-02-06,Singapur,Hotel 2 estrellas,77.11,14,1079.54
2023-12-26,Delhi,Hotel 5 estrellas,478.37,6,2870.22
2024-02-18,Dubái,Hotel 2 estrellas,49.68,1,49.68
2022-07-14,Londres,Airbnb,182.41,8,1459.28
2023-11-16,Delhi,Airbnb,153.11,5,765.55
2024-06-24,Dubái,Hotel 4 estrellas,179.62,8,1436.96
2023-05-17,Ámsterdam,Hotel 5 estrellas,638.91,3,1916.73
2023-10-25,Lima,Hotel 5 estrellas,231.27,14,3237.78
2024-03-19,Barcelona,Hotel 5 estrellas,214.78,5,1073.9
2023-05-14,París,Hotel 2 estrellas,65.17,4,260.68
2024-12-29,Delhi,Hostal,44.45,8,355.6
2024-05-27,San Francisco,Hotel 3 estrellas,83.87,3,251.61
2023-12-29,Dubái,Hotel 2 estrellas,60.93,13,792.09
2023-02-20,Bangkok,Hotel 2 estrellas,51.83,12,621.96
2022-12-28,Delhi,Airbnb,79.12,13,1028.56
2024-01-30,Roma,Hotel 4 estrellas,157.74,12,1892.88
2022-06-30,Seúl,Hotel 3 estrellas,145.27,10,1452.7
2023-12-15,Singapur,Hotel 5 estrellas,460.54,9,4144.86
2024-02-02,Ciudad de México,Hotel 3 estrellas,81.08,13,1054.04
2022-12-08,Lima,Hotel 4 estrellas,241.33,1,241.33
2023-12-17,París,Hotel 4 estrellas,216.32,2,432.64
2023-08-07,Sídney,Hotel 2 estrellas,67.53,3,202.59
2024-04-18,El Cairo,Hotel 3 estrellas,65.26,9,587.34
2023-04-22,Singapur,Hostal,13.49,1,13.49
2022-09-04,París,Hostal,19.47,3,58.41
2023-04-29,Sídney,Hotel 4 estrellas,191.71,5,958.55
2023-11-05,Nueva York,Airbnb,88.06,11,968.66
2024-10-21,Toronto,Hotel 2 estrellas,52.15,6,312.9
2024-04-05,San Francisco,Airbnb,124.57,1,124.57
2023-10-17,Tokio,Hotel 5 estrellas,322.04,8,2576.32
2023-08-17,Buenos Aires,Hotel 5 estrellas,577.28,11,6350.08
2024-03-23,Tokio,Hotel 5 estrellas,260.71,4,1042.84
2022-09-26,Singapur,Hotel 2 estrellas,45.39,11,499.29
2023-11-09,Praga,Hotel 3 estrellas,66.66,14,933.24
2024-07-06,Nueva York,Hotel 3 estrellas,81.11,13,1054.43
2023-10-05,Praga,Airbnb,136.75,2,273.5
2025-04-22,Nueva York,Hotel 5 estrellas,516.29,10,5162.9
2022-08-21,Toronto,Hotel 5 estrellas,507.1,9,4563.9
2023-04-14,Singapur,Hotel 4 estrellas,148.32,9,1334.88
2024-08-24,Buenos Aires,Hostal,41.82,7,292.74
2025-01-01,Berlín,Hotel 3 estrellas,95.23,3,285.69
2024-11-04,El Cairo,Hostal,42.41,5,212.05
2024-11-07,Dubái,Hotel 3 estrellas,126.57,9,1139.13
2023-12-31,Río de Janeiro,Hotel 2 estrellas,45.64,7,319.48
2024-03-23,Ciudad de México,Hotel 2 estrellas,79.53,7,556.71
2024-12-09,Moscú,Hotel 4 estrellas,221.05,10,2210.5
2022-10-10,Delhi,Hotel 3 estrellas,69.59,12,835.08
2024-04-16,Río de Janeiro,Airbnb,190.27,5,951.35
2025-03-09,Praga,Hostal,11.96,7,83.72
2023-05-08,Praga,Hotel 3 estrellas,63.9,4,255.6
2023-02-03,Sídney,Hostal,23.8,12,285.6
2023-07-25,Sídney,Airbnb,118.85,2,237.7
2023-08-07,Praga,Hostal,24.15,4,96.6
2023-03-29,Río de Janeiro,Airbnb,189.7,8,1517.6
2024-07-06,Tokio,Airbnb,129.23,11,1421.53
2022-10-24,Seúl,Hotel 3 estrellas,142.8,6,856.8
2023-05-11,Lima,Hotel 3 estrellas,144.05,13,1872.65
2025-03-14,Río de Janeiro,Hotel 2 estrellas,53.83,6,322.98
2024-11-02,San Francisco,Hotel 2 estrellas,72.29,3,216.87
2023-09-18,Bangkok,Hotel 3 estrellas,89.17,7,624.19
2025-01-06,Lima,Airbnb,148.4,7,1038.8
2022-08-27,Lima,Hostal,49.93,14,699.02
2022-11-16,Buenos Aires,Hostal,10.93,11,120.23
2022-07-26,Delhi,Hostal,39.96,14,559.44
2023-01-01,Moscú,Hotel 5 estrellas,324.8,7,2273.6
2023-08-17,Nueva York,Hostal,49.5,3,148.5
2022-11-05,Berlín,Hotel 3 estrellas,101.95,4,407.8
2023-07-22,San Francisco,Hostal,37.32,7,261.24
2023-12-29,Nueva York,Hotel 5 estrellas,905.58,9,8150.22
2024-12-19,San Francisco,Hotel 5 estrellas,416.72,13,5417.36
2023-05-06,Dubái,Hostal,28.08,12,336.96
2025-02-06,Londres,Hotel 2 estrellas,63.54,9,571.86
2024-11-06,Buenos Aires,Hostal,35.83,6,214.98
2025-02-24,Bangkok,Hotel 4 estrellas,154.56,4,618.24
2023-01-05,Berlín,Hotel 2 estrellas,67.68,3,203.04
2024-07-29,Delhi,Hotel 5 estrellas,464.25,13,6035.25
2024-05-08,Buenos Aires,Hotel 3 estrellas,147.76,4,591.04
2022-10-10,Tokio,Hotel 4 estrellas,131.22,5,656.1
2022-10-15,Praga,Hotel 2 estrellas,43.34,11,476.74
2025-02-16,Dubái,Hotel 5 estrellas,570.17,3,1710.51
2022-12-19,Seúl,Hostal,18.63,9,167.67
2022-07-25,Moscú,Hotel 4 estrellas,116.34,5,581.7
2024-12-06,Roma,Hotel 2 estrellas,75.29,9,677.61
2023-03-20,Moscú,Airbnb,189.65,12,2275.8
2024-01-03,Río de Janeiro,Hotel 4 estrellas,194.95,14,2729.3
2024-03-25,Dubái,Airbnb,48.02,14,672.28
2024-12-18,Barcelona,Airbnb,143.13,9,1288.17
2024-03-28,Estambul,Airbnb,179.18,9,1612.62
2023-04-25,Praga,Hostal,31.49,6,188.94
2024-08-22,Barcelona,Hotel 2 estrellas,77.1,2,154.2
2024-11-23,Londres,Hostal,24.16,7,169.12
2024-07-12,Barcelona,Hotel 3 estrellas,79.98,11,879.78
2024-01-24,Buenos Aires,Hostal,40.46,4,161.84
2023-04-18,Singapur,Hotel 4 estrellas,244.32,6,1465.92
2024-09-27,Buenos Aires,Hotel 4 estrellas,129.98,3,389.94
2022-11-04,Ámsterdam,Hostal,33.95,12,407.4
2022-10-22,Ciudad del Cabo,Hotel 5 estrellas,833.23,6,4999.38
2024-02-15,Tokio,Airbnb,183.44,9,1650.96
2023-08-23,Toronto,Hotel 4 estrellas,220.26,2,440.52
2023-11-12,Londres,Hotel 4 estrellas,115.35,7,807.45
2022-12-04,El Cairo,Hostal,31.59,4,126.36
2024-11-19,Praga,Hotel 5 estrellas,342.28,6,2053.68
2022-12-09,San Francisco,Hotel 2 estrellas,71.11,2,142.22
2024-05-03,El Cairo,Hotel 2 estrellas,77.75,3,233.25
2024-04-20,Dubái,Hotel 3 estrellas,105.86,7,741.02
2023-09-25,San Francisco,Hotel 5 estrellas,294.04,12,3528.48
2024-10-20,Nueva York,Hotel 3 estrellas,101.1,7,707.7
2023-03-19,Lima,Hotel 5 estrellas,658.65,5,3293.25
2023-01-16,Tokio,Airbnb,54.85,13,713.05
2023-08-03,París,Hotel 3 estrellas,84.39,5,421.95
2023-09-24,Buenos Aires,Hostal,30.21,6,181.26
2024-03-24,Tokio,Hotel 2 estrellas,54.33,7,380.31
2024-11-20,Ámsterdam,Hotel 3 estrellas,63.28,14,885.92
2023-07-27,Sídney,Airbnb,136.6,10,1366.0
2023-05-29,Londres,Hotel 5 estrellas,804.35,12,9652.2
2024-12-29,El Cairo,Hotel 3 estrellas,135.03,1,135.03
2022-12-18,Sídney,Airbnb,124.91,8,999.28
2023-10-22,Delhi,Airbnb,75.75,5,378.75
2023-09-14,Praga,Hotel 2 estrellas,47.34,11,520.74
2024-04-25,San Francisco,Airbnb,34.16,3,102.48
2025-03-21,Ciudad de México,Hotel 3 estrellas,71.0,5,355.0
2023-09-19,Berlín,Hotel 2 estrellas,74.18,10,741.8
2023-08-11,Seúl,Hotel 3 estrellas,138.28,2,276.56
2025-03-18,Moscú,Hotel 5 estrellas,283.5,4,1134.0
2023-11-01,Berlín,Hotel 3 estrellas,89.41,13,1162.33
2022-10-13,Estambul,Airbnb,64.79,12,777.48
2024-03-26,San Francisco,Hotel 5 estrellas,671.05,1,671.05
2024-04-05,Sídney,Airbnb,87.52,7,612.64
2024-07-23,Tokio,Airbnb,121.85,7,852.95
2024-02-05,Nueva York,Hotel 4 estrellas,143.28,11,1576.08
2024-12-15,Toronto,Airbnb,170.46,2,340.92
2022-05-31,Buenos Aires,Hostal,26.94,7,188.58
2023-07-14,Ámsterdam,Hotel 3 estrellas,147.3,13,1914.9
2025-01-19,Ciudad del Cabo,Airbnb,139.43,12,1673.16
2023-03-04,Ámsterdam,Airbnb,174.71,13,2271.23
2024-04-15,Nueva York,Hotel 4 estrellas,153.81,13,1999.53
2022-09-29,El Cairo,Hostal,31.12,4,124.48
2023-04-01,San Francisco,Hotel 5 estrellas,652.28,6,3913.68
2024-12-23,Estambul,Hotel 4 estrellas,160.86,2,321.72
2024-06-26,Roma,Hotel 3 estrellas,67.23,14,941.22
2022-12-23,Toronto,Airbnb,101.27,5,506.35
2022-08-28,Nueva York,Hotel 5 estrellas,683.86,4,2735.44
2024-02-12,Lima,Hotel 2 estrellas,44.54,12,534.48
2023-10-28,Ciudad del Cabo,Hotel 2 estrellas,73.06,12,876.72
2024-05-18,París,Airbnb,123.42,14,1727.88
2024-12-28,Bangkok,Hotel 4 estrellas,140.28,12,1683.36
2023-07-31,Ámsterdam,Hostal,49.15,11,540.65
2023-10-03,Tokio,Hotel 3 estrellas,109.61,2,219.22
2023-11-26,Bangkok,Hotel 2 estrellas,44.0,12,528.0
2023-12-04,Ciudad de México,Hostal,40.11,9,360.99
2024-05-24,Bangkok,Hotel 5 estrellas,282.32,3,846.96
