Fecha,Origen,Destino,Distancia_km,Precio_USD,Clase
2021-03-23,EZE (Buenos Aires),HND (Tokio),12059,1191.5,0
2021-01-02,GRU (São Paulo),PEK (Pekín),13081,7022.55,2
2024-03-18,PVG (Shanghái),JFK (Nueva York),14376,3691.36,1
2023-03-06,DOH (Doha),ATL (Atlanta),9463,2301.06,1
2024-04-24,ORD (Chicago),EZE (Buenos Aires),8153,828.68,0
2020-08-01,EZE (Buenos Aires),DXB (Dubái),8394,855.1,0
2020-06-12,PEK (Pekín),GRU (São Paulo),12383,1385.96,0
2022-06-21,CPT (Ciudad del Cabo),ORD (Chicago),6776,705.16,0
2024-01-18,GRU (São Paulo),NRT (Tokio),11246,3130.8,1
2021-07-08,DOH (Doha),MAD (Madrid),13906,1530.4,0
2021-11-16,LAX (Los Ángeles),JFK (Nueva York),13852,3876.6,1
2021-01-07,SYD (Sídney),SIN (Singapur),1428,137.61,0
2024-06-20,DXB (Dubái),DEL (Delhi),2190,240.19,0
2022-05-03,JFK (Nueva York),DOH (Doha),14989,7826.16,2
2025-01-19,LAX (Los Ángeles),MAD (Madrid),9173,1029.1,0
2021-11-30,ORD (Chicago),LHR (Londres),13433,7684.84,2
2020-08-25,PVG (Shanghái),ORD (Chicago),10320,991.84,0
2023-03-29,SIN (Singapur),LAX (Los Ángeles),12604,1421.78,0
2020-09-04,JFK (Nueva York),PEK (Pekín),11748,5632.22,2
2020-06-28,FRA (Frankfurt),DXB (Dubái),10977,1131.35,0
2022-12-20,CPT (Ciudad del Cabo),SIN (Singapur),12888,1230.54,0
2020-09-11,FRA (Frankfurt),SIN (Singapur),10930,1153.16,0
2022-07-17,SIN (Singapur),DEL (Delhi),11477,3123.5,1
2021-08-18,EZE (Buenos Aires),JFK (Nueva York),12166,1178.29,0
2023-04-06,LAX (Los Ángeles),CDG (París),13912,1420.5,0
2025-03-16,DXB (Dubái),LHR (Londres),10502,1030.59,0
2024-11-15,GRU (São Paulo),NRT (Tokio),10122,1134.61,0
2023-09-27,GRU (São Paulo),DEL (Delhi),8384,798.31,0
2023-07-05,MAD (Madrid),NRT (Tokio),8882,845.91,0
2025-02-08,CPT (Ciudad del Cabo),FRA (Frankfurt),10522,1018.41,0
2023-06-22,HND (Tokio),DOH (Doha),9151,929.25,0
2021-04-05,DOH (Doha),LHR (Londres),10992,6312.87,2
2024-08-07,HND (Tokio),ATL (Atlanta),9177,1001.06,0
2021-04-18,FRA (Frankfurt),DEL (Delhi),10881,1062.1,0
2021-07-14,SIN (Singapur),DOH (Doha),13497,3435.68,1
2022-09-21,ATL (Atlanta),CDG (París),10395,2791.38,1
2021-02-22,PEK (Pekín),SIN (Singapur),12280,2982.25,1
2022-08-02,SIN (Singapur),DXB (Dubái),14015,7619.31,2
2022-12-06,EZE (Buenos Aires),CDG (París),13037,3601.72,1
2023-08-06,PEK (Pekín),ORD (Chicago),8111,926.44,0
2021-05-20,GRU (São Paulo),DXB (Dubái),10759,1219.57,0
2023-09-10,LHR (Londres),JFK (Nueva York),9202,2201.0,1
2020-07-30,CPT (Ciudad del Cabo),JFK (Nueva York),14957,1430.79,0
2023-06-24,SYD (Sídney),MAD (Madrid),11532,1219.81,0
2023-09-28,CPT (Ciudad del Cabo),LHR (Londres),9538,1047.21,0
2025-01-31,CDG (París),CPT (Ciudad del Cabo),12449,3533.16,1
2023-04-28,FRA (Frankfurt),DOH (Doha),8464,839.09,0
2020-08-08,CPT (Ciudad del Cabo),GRU (São Paulo),14222,1476.15,0
2021-02-23,GRU (São Paulo),DXB (Dubái),10978,1049.1,0
2022-04-23,ATL (Atlanta),MAD (Madrid),12405,1318.88,0
2023-03-24,SIN (Singapur),DOH (Doha),12810,1248.91,0
2025-04-07,SYD (Sídney),EZE (Buenos Aires),13599,1379.37,0
2024-01-12,MAD (Madrid),HND (Tokio),13434,1310.42,0
2021-09-16,PVG (Shanghái),ATL (Atlanta),11842,1171.42,0
2021-06-22,ORD (Chicago),MAD (Madrid),13098,1293.83,0
2025-01-29,PEK (Pekín),CDG (París),5940,1516.78,1
2022-11-11,LAX (Los Ángeles),HND (Tokio),13623,1455.41,0
2024-01-15,EZE (Buenos Aires),DOH (Doha),9076,2275.12,1
2023-11-01,FRA (Frankfurt),EZE (Buenos Aires),8300,889.32,0
2023-02-17,DEL (Delhi),EZE (Buenos Aires),13866,1495.35,0
2023-10-28,PEK (Pekín),SYD (Sídney),10603,1154.94,0
2023-10-21,FRA (Frankfurt),CPT (Ciudad del Cabo),14863,1584.91,0
2025-03-24,EZE (Buenos Aires),DEL (Delhi),12517,1225.03,0
2023-07-11,SIN (Singapur),LAX (Los Ángeles),9844,982.43,0
2023-07-29,PEK (Pekín),HND (Tokio),8019,908.18,0
2022-08-29,NRT (Tokio),FRA (Frankfurt),10861,2672.8,1
2022-02-26,FRA (Frankfurt),GRU (São Paulo),14799,1576.4,0
2025-04-17,NRT (Tokio),ATL (Atlanta),13921,1415.45,0
2025-02-17,FRA (Frankfurt),ATL (Atlanta),9776,2363.52,1
2024-01-04,GRU (São Paulo),ATL (Atlanta),9543,919.02,0
2021-04-03,FRA (Frankfurt),JFK (Nueva York),8968,942.03,0
2022-06-27,PEK (Pekín),EZE (Buenos Aires),14788,7488.68,2
2021-02-04,PEK (Pekín),DXB (Dubái),12771,1364.58,0
2023-11-03,CDG (París),FRA (Frankfurt),12912,1364.94,0
2022-05-05,SIN (Singapur),HND (Tokio),14715,1476.91,0
2021-11-08,ORD (Chicago),GRU (São Paulo),13800,3521.74,1
2020-11-07,ATL (Atlanta),DEL (Delhi),14582,1568.19,0
2021-03-10,PEK (Pekín),FRA (Frankfurt),14234,1411.23,0
2024-12-13,DOH (Doha),DEL (Delhi),2785,273.19,0
2022-07-27,SYD (Sídney),GRU (São Paulo),4219,2194.3,2
2022-12-24,CPT (Ciudad del Cabo),HND (Tokio),11248,1278.69,0
2020-12-07,CDG (París),GRU (São Paulo),8373,860.06,0
2023-06-03,PEK (Pekín),PVG (Shanghái),13059,1307.47,0
2024-07-23,DEL (Delhi),NRT (Tokio),10091,1020.68,0
2022-08-24,LAX (Los Ángeles),CDG (París),14047,1503.42,0
2022-01-17,DEL (Delhi),ORD (Chicago),8431,862.13,0
2023-08-18,MAD (Madrid),SYD (Sídney),11295,1167.62,0
2023-12-12,ATL (Atlanta),CDG (París),13660,1383.38,0
2024-08-19,PVG (Shanghái),LAX (Los Ángeles),10625,2719.14,1
2025-02-19,JFK (Nueva York),CPT (Ciudad del Cabo),12447,1263.49,0
2024-04-03,SIN (Singapur),MAD (Madrid),10553,2814.83,1
2021-08-21,ORD (Chicago),GRU (São Paulo),14179,1515.84,0
2024-01-19,LAX (Los Ángeles),NRT (Tokio),12220,1344.64,0
2022-05-10,DEL (Delhi),ORD (Chicago),12577,1226.52,0
2022-06-17,LHR (Londres),GRU (São Paulo),14965,1689.95,0
2023-02-22,LAX (Los Ángeles),LHR (Londres),3897,419.92,0
2020-12-30,LHR (Londres),CDG (París),12331,1279.98,0
2023-06-19,LHR (Londres),ATL (Atlanta),12500,6828.9,2
2020-08-01,DEL (Delhi),SIN (Singapur),13654,1379.35,0
2024-12-02,DXB (Dubái),EZE (Buenos Aires),14389,1621.06,0
2024-01-28,SYD (Sídney),DXB (Dubái),11790,2875.33,1
2020-09-26,ATL (Atlanta),EZE (Buenos Aires),8879,879.24,0
2020-10-13,CPT (Ciudad del Cabo),PEK (Pekín),9862,2363.56,1
2023-09-26,SIN (Singapur),ATL (Atlanta),11255,2886.68,1
2023-09-05,SIN (Singapur),CPT (Ciudad del Cabo),9270,976.37,0
2020-09-21,NRT (Tokio),CPT (Ciudad del Cabo),12402,1243.51,0
2022-05-09,SIN (Singapur),CPT (Ciudad del Cabo),10197,1117.25,0
2020-08-15,EZE (Buenos Aires),SYD (Sídney),12124,1185.1,0
2022-02-09,NRT (Tokio),GRU (São Paulo),12752,6281.57,2
2024-05-02,ORD (Chicago),FRA (Frankfurt),13865,1560.74,0
2022-09-15,FRA (Frankfurt),SYD (Sídney),13663,3460.65,1
2021-07-08,DEL (Delhi),MAD (Madrid),12284,1257.34,0
2024-08-05,CPT (Ciudad del Cabo),ORD (Chicago),3033,344.82,0
2022-10-11,DOH (Doha),CPT (Ciudad del Cabo),9658,979.81,0
2023-04-10,MAD (Madrid),DEL (Delhi),11559,1195.55,0
2021-08-31,PVG (Shanghái),CPT (Ciudad del Cabo),10925,1248.35,0
2025-02-13,PEK (Pekín),LHR (Londres),13027,1288.84,0
2025-02-28,PEK (Pekín),JFK (Nueva York),12970,1383.42,0
2023-08-09,MAD (Madrid),LAX (Los Ángeles),13490,1510.69,0
2021-12-27,LHR (Londres),ORD (Chicago),11249,1229.11,0
2023-07-17,DEL (Delhi),NRT (Tokio),11032,2723.45,1
2024-04-13,LHR (Londres),SYD (Sídney),11287,1114.01,0
2024-07-01,HND (Tokio),FRA (Frankfurt),10900,1155.97,0
2022-01-08,LHR (Londres),HND (Tokio),13761,1403.09,0
2021-11-29,FRA (Frankfurt),CDG (París),10089,1102.66,0
2023-07-21,DXB (Dubái),NRT (Tokio),13951,1531.79,0
2022-07-13,NRT (Tokio),CDG (París),12741,1241.84,0
2024-04-20,JFK (Nueva York),CDG (París),11607,1183.73,0
2021-05-17,HND (Tokio),NRT (Tokio),3888,2082.92,2
2022-07-28,ATL (Atlanta),CDG (París),11738,1170.85,0
2024-12-19,PVG (Shanghái),CDG (París),9538,1086.63,0
2022-06-06,EZE (Buenos Aires),SIN (Singapur),9017,949.29,0
2023-11-10,LHR (Londres),CDG (París),14590,1623.54,0
2021-02-14,SYD (Sídney),HND (Tokio),8874,864.61,0
2023-04-01,SIN (Singapur),DXB (Dubái),9161,5090.6,2
2020-11-12,LHR (Londres),MAD (Madrid),14784,7928.65,2
2020-06-25,LAX (Los Ángeles),CPT (Ciudad del Cabo),14136,1461.24,0
2023-11-28,GRU (São Paulo),NRT (Tokio),13249,6546.02,2
2024-06-19,JFK (Nueva York),SIN (Singapur),9544,991.66,0
2020-06-20,EZE (Buenos Aires),CPT (Ciudad del Cabo),14952,1535.62,0
2021-05-21,CPT (Ciudad del Cabo),EZE (Buenos Aires),13543,3577.23,1
2023-12-30,DXB (Dubái),DOH (Doha),7772,1922.97,1
2020-08-03,SIN (Singapur),CPT (Ciudad del Cabo),14392,1487.92,0
2022-01-08,PEK (Pekín),PVG (Shanghái),9019,2221.08,1
2022-11-09,DXB (Dubái),ORD (Chicago),14385,1433.92,0
2020-09-08,NRT (Tokio),DXB (Dubái),14663,7592.05,2
2021-09-24,CDG (París),ORD (Chicago),11485,1128.06,0
2021-11-06,ORD (Chicago),CDG (París),9688,1088.73,0
2024-02-17,LHR (Londres),LAX (Los Ángeles),7855,844.98,0
2022-03-25,NRT (Tokio),SYD (Sídney),10215,1028.64,0
2025-01-19,NRT (Tokio),MAD (Madrid),12381,1415.67,0
2021-04-23,JFK (Nueva York),DEL (Delhi),14359,3540.4,1
2024-07-14,DXB (Dubái),MAD (Madrid),13015,1376.03,0
2023-12-11,DEL (Delhi),CDG (París),8769,952.48,0
2022-03-11,HND (Tokio),LHR (Londres),8385,890.59,0
2024-04-16,LHR (Londres),GRU (São Paulo),11691,1179.14,0
2021-12-27,DEL (Delhi),SIN (Singapur),12631,6050.35,2
2022-06-30,NRT (Tokio),ORD (Chicago),13148,1280.83,0
2023-06-23,JFK (Nueva York),SIN (Singapur),14257,3776.55,1
2025-03-06,PVG (Shanghái),ORD (Chicago),10472,2606.56,1
2021-08-08,LHR (Londres),PEK (Pekín),8524,843.24,0
2021-03-06,LHR (Londres),JFK (Nueva York),11877,5955.97,2
2024-12-07,PEK (Pekín),NRT (Tokio),8427,820.47,0
2020-06-15,DXB (Dubái),NRT (Tokio),10181,1087.27,0
2022-11-29,LHR (Londres),JFK (Nueva York),10500,1154.5,0
2022-09-19,FRA (Frankfurt),SYD (Sídney),13962,3783.43,1
2024-02-11,PVG (Shanghái),MAD (Madrid),13972,1449.09,0
2020-10-12,MAD (Madrid),HND (Tokio),14245,3845.42,1
2023-03-15,DXB (Dubái),CPT (Ciudad del Cabo),11423,1290.21,0
2022-02-21,LHR (Londres),CDG (París),13162,1344.05,0
2025-02-01,MAD (Madrid),PEK (Pekín),12987,1483.11,0
2020-07-05,DEL (Delhi),CDG (París),11711,1171.3,0
2024-09-01,MAD (Madrid),ORD (Chicago),13382,1294.07,0
2022-08-16,EZE (Buenos Aires),DEL (Delhi),9769,1045.97,0
2023-10-19,DOH (Doha),HND (Tokio),8512,4489.08,2
2022-09-10,CDG (París),DOH (Doha),11765,1140.09,0
2024-07-22,HND (Tokio),JFK (Nueva York),11187,1132.6,0
2020-11-18,CPT (Ciudad del Cabo),JFK (Nueva York),10358,1020.88,0
2022-02-24,JFK (Nueva York),CPT (Ciudad del Cabo),10368,5298.87,2
2022-12-31,CPT (Ciudad del Cabo),SIN (Singapur),12053,1385.93,0
2021-12-11,MAD (Madrid),LHR (Londres),11852,1156.02,0
2024-04-02,PVG (Shanghái),ATL (Atlanta),12400,1290.89,0
2020-12-14,LHR (Londres),CDG (París),11364,6317.92,2
2022-08-27,PEK (Pekín),GRU (São Paulo),13921,1372.84,0
2021-11-14,SIN (Singapur),LHR (Londres),10072,2818.56,1
2023-07-30,HND (Tokio),CDG (París),11897,2997.2,1
2020-08-01,CDG (París),DOH (Doha),9166,1020.0,0
2021-11-30,PVG (Shanghái),SIN (Singapur),5308,1496.49,1
2022-06-06,PEK (Pekín),FRA (Frankfurt),12459,1214.62,0
2020-08-11,ORD (Chicago),NRT (Tokio),9354,1047.31,0
2023-11-10,DEL (Delhi),EZE (Buenos Aires),8225,836.64,0
2024-01-25,MAD (Madrid),FRA (Frankfurt),12926,3176.13,1
2023-05-03,DXB (Dubái),CPT (Ciudad del Cabo),14929,1672.84,0
2020-10-30,GRU (São Paulo),LHR (Londres),14975,4033.2,1
2021-06-15,SIN (Singapur),JFK (Nueva York),10963,2693.94,1
2021-06-10,CPT (Ciudad del Cabo),CDG (París),9856,2512.59,1
2021-10-28,PEK (Pekín),ORD (Chicago),8471,940.12,0
2021-08-16,ORD (Chicago),DEL (Delhi),12749,1366.54,0
2020-07-31,LHR (Londres),MAD (Madrid),9865,2538.97,1
2020-12-05,CDG (París),NRT (Tokio),10648,1213.57,0
2021-12-29,NRT (Tokio),DOH (Doha),10463,2752.19,1
2022-01-25,DXB (Dubái),JFK (Nueva York),12359,1337.86,0
2023-03-16,CPT (Ciudad del Cabo),PEK (Pekín),11432,1114.7,0
2022-11-24,LAX (Los Ángeles),ATL (Atlanta),8594,986.14,0
2024-06-20,DXB (Dubái),GRU (São Paulo),9223,928.15,0
2023-12-29,LAX (Los Ángeles),FRA (Frankfurt),12526,1394.9,0
2022-08-15,DEL (Delhi),FRA (Frankfurt),10292,5125.55,2
2022-09-17,LHR (Londres),FRA (Frankfurt),10802,2990.56,1
2025-02-18,CDG (París),NRT (Tokio),11666,5643.95,2
2022-08-25,LHR (Londres),DEL (Delhi),8596,959.85,0
2022-07-09,SYD (Sídney),FRA (Frankfurt),12141,1335.87,0
2021-09-23,SIN (Singapur),FRA (Frankfurt),11936,6156.7,2
2022-01-14,DEL (Delhi),PEK (Pekín),14817,1519.43,0
2023-04-25,SIN (Singapur),PVG (Shanghái),1253,134.03,0
2021-03-23,DEL (Delhi),EZE (Buenos Aires),9466,2406.38,1
2021-11-29,CDG (París),DEL (Delhi),14640,1558.71,0
2025-04-12,LHR (Londres),NRT (Tokio),12506,1396.0,0
2021-06-11,CPT (Ciudad del Cabo),ATL (Atlanta),9953,993.49,0
2021-11-23,ATL (Atlanta),NRT (Tokio),10802,2915.28,1
2021-04-05,SIN (Singapur),CDG (París),8462,941.48,0
2025-01-24,ORD (Chicago),ATL (Atlanta),14970,1714.25,0
2020-07-13,ATL (Atlanta),CDG (París),9444,910.43,0
2025-04-24,PVG (Shanghái),PEK (Pekín),13229,1302.72,0
2022-01-02,SYD (Sídney),ORD (Chicago),10080,1002.59,0
2022-10-16,EZE (Buenos Aires),DXB (Dubái),13836,1506.91,0
2025-02-15,EZE (Buenos Aires),DXB (Dubái),14052,1536.64,0
2022-07-08,SIN (Singapur),NRT (Tokio),12817,1435.53,0
2023-07-01,LHR (Londres),ATL (Atlanta),14343,1396.18,0
2023-04-20,GRU (São Paulo),DOH (Doha),11418,1132.46,0
2020-06-30,HND (Tokio),GRU (São Paulo),8788,4599.65,2
2023-04-11,HND (Tokio),CPT (Ciudad del Cabo),9995,1033.97,0
2021-06-13,DOH (Doha),ATL (Atlanta),14444,6882.29,2
2023-10-14,LHR (Londres),PVG (Shanghái),11087,3018.06,1
2022-01-18,SYD (Sídney),DEL (Delhi),13358,1415.12,0
2025-02-22,LAX (Los Ángeles),FRA (Frankfurt),13865,1368.89,0
2024-05-08,LAX (Los Ángeles),DOH (Doha),8983,2330.11,1
2024-06-30,NRT (Tokio),JFK (Nueva York),13280,1518.87,0
2024-04-18,EZE (Buenos Aires),DOH (Doha),13596,6638.1,2
2023-07-24,SIN (Singapur),JFK (Nueva York),9044,2190.69,1
2023-08-10,CDG (París),PVG (Shanghái),12170,3085.19,1
2022-03-20,GRU (São Paulo),DXB (Dubái),11538,1155.89,0
2024-02-23,ATL (Atlanta),CDG (París),11488,1300.77,0
2021-10-14,PVG (Shanghái),EZE (Buenos Aires),14694,7815.66,2
2024-12-25,ORD (Chicago),DEL (Delhi),9642,5174.82,2
2020-11-06,PEK (Pekín),DEL (Delhi),8978,857.34,0
2025-01-22,CPT (Ciudad del Cabo),ATL (Atlanta),12977,1269.58,0
2023-10-26,HND (Tokio),PEK (Pekín),8918,4884.9,2
2021-12-31,LHR (Londres),DEL (Delhi),8989,4918.79,2
2021-03-03,ORD (Chicago),CDG (París),10501,1090.21,0
2024-04-26,CDG (París),DEL (Delhi),14403,1511.81,0
2021-10-08,ATL (Atlanta),SIN (Singapur),10863,1076.46,0
2020-08-17,DOH (Doha),ATL (Atlanta),11450,1158.41,0
2024-01-07,PEK (Pekín),SIN (Singapur),8717,848.23,0
2022-07-30,GRU (São Paulo),MAD (Madrid),13574,1492.02,0
2021-09-04,JFK (Nueva York),DOH (Doha),10740,1196.92,0
2021-07-27,PVG (Shanghái),DOH (Doha),10989,3124.69,1
2022-09-30,CDG (París),DXB (Dubái),8396,4611.46,2
2021-01-01,LHR (Londres),NRT (Tokio),11933,3368.73,1
2022-01-26,JFK (Nueva York),NRT (Tokio),9611,940.77,0
2022-05-21,FRA (Frankfurt),SIN (Singapur),8240,2364.23,1
2020-12-16,HND (Tokio),NRT (Tokio),6380,1557.07,1
2020-11-13,LHR (Londres),JFK (Nueva York),11182,1178.2,0
2022-09-08,DXB (Dubái),SYD (Sídney),10878,1099.62,0
2024-12-12,ORD (Chicago),FRA (Frankfurt),8961,976.81,0
2021-08-26,CPT (Ciudad del Cabo),SIN (Singapur),10647,1063.45,0
2022-02-26,DOH (Doha),CDG (París),8027,1909.97,1
2022-09-28,FRA (Frankfurt),LAX (Los Ángeles),9981,966.53,0
2022-01-03,GRU (São Paulo),PVG (Shanghái),7798,880.12,0
2021-02-28,DEL (Delhi),LAX (Los Ángeles),13882,1568.76,0
2020-06-09,PEK (Pekín),ORD (Chicago),8263,914.65,0
2023-02-16,DOH (Doha),NRT (Tokio),14219,1551.56,0
2021-06-27,PEK (Pekín),PVG (Shanghái),9217,1050.16,0
2021-09-16,DOH (Doha),ORD (Chicago),10828,2858.87,1
2023-12-14,LHR (Londres),CDG (París),10863,1087.44,0
2020-08-13,HND (Tokio),MAD (Madrid),8841,4823.06,2
2021-10-23,DOH (Doha),SYD (Sídney),8540,2229.05,1
2021-05-03,FRA (Frankfurt),NRT (Tokio),14396,1527.93,0
2024-10-21,HND (Tokio),SIN (Singapur),12275,1262.81,0
2020-06-25,DXB (Dubái),SIN (Singapur),11253,5566.96,2
2022-07-30,DXB (Dubái),GRU (São Paulo),12498,1317.99,0
2022-07-19,DOH (Doha),DEL (Delhi),735,80.64,0
2022-08-21,LHR (Londres),DXB (Dubái),13380,1401.02,0
2023-10-08,JFK (Nueva York),CPT (Ciudad del Cabo),14186,1516.68,0
2023-02-01,SYD (Sídney),EZE (Buenos Aires),8602,950.36,0
2020-11-16,SYD (Sídney),SIN (Singapur),4650,1145.86,1
2021-05-19,ORD (Chicago),JFK (Nueva York),10350,2723.32,1
2024-02-11,DEL (Delhi),ATL (Atlanta),13282,1476.85,0
2024-05-01,DOH (Doha),GRU (São Paulo),9482,964.77,0
2022-02-19,CPT (Ciudad del Cabo),GRU (São Paulo),8599,909.76,0
2022-01-19,SYD (Sídney),CDG (París),8808,933.74,0
2023-12-29,SYD (Sídney),SIN (Singapur),6073,2940.12,2
2022-01-25,FRA (Frankfurt),JFK (Nueva York),10967,2943.13,1
2021-06-04,PEK (Pekín),FRA (Frankfurt),10317,2878.62,1
2020-07-20,CPT (Ciudad del Cabo),GRU (São Paulo),8682,938.89,0
2022-07-17,GRU (São Paulo),LHR (Londres),14837,1670.54,0
2024-07-10,DOH (Doha),GRU (São Paulo),14905,4141.9,1
2023-01-07,JFK (Nueva York),ATL (Atlanta),12574,3223.39,1
2020-10-25,NRT (Tokio),JFK (Nueva York),13740,1423.43,0
2021-09-18,CDG (París),PVG (Shanghái),13975,3929.42,1
2024-10-30,NRT (Tokio),ORD (Chicago),14187,1423.68,0
2021-10-08,PEK (Pekín),GRU (São Paulo),11684,5901.68,2
2024-03-31,PEK (Pekín),HND (Tokio),11758,1221.2,0
2025-02-09,DEL (Delhi),PVG (Shanghái),13871,1372.11,0
2023-02-24,JFK (Nueva York),DEL (Delhi),11688,1216.04,0
2022-12-11,FRA (Frankfurt),SIN (Singapur),12615,1305.99,0
2020-05-30,SYD (Sídney),NRT (Tokio),11308,1118.83,0
2020-12-29,LHR (Londres),CPT (Ciudad del Cabo),10088,1113.35,0
2023-07-09,LAX (Los Ángeles),NRT (Tokio),9816,4776.63,2
2020-08-10,ORD (Chicago),MAD (Madrid),10404,1073.11,0
2023-11-30,GRU (São Paulo),SYD (Sídney),6042,682.54,0
2022-11-16,GRU (São Paulo),SIN (Singapur),6959,757.83,0
2024-02-13,SIN (Singapur),EZE (Buenos Aires),11601,1205.58,0
2024-10-30,LAX (Los Ángeles),SYD (Sídney),13166,1305.08,0
2024-12-31,LHR (Londres),GRU (São Paulo),13602,3596.66,1
2023-11-07,DOH (Doha),NRT (Tokio),10101,962.79,0
2024-11-10,SYD (Sídney),DXB (Dubái),9252,1034.98,0
2023-03-15,CPT (Ciudad del Cabo),GRU (São Paulo),14936,3844.74,1
2021-10-10,HND (Tokio),EZE (Buenos Aires),12465,1273.43,0
2023-07-15,MAD (Madrid),CDG (París),10494,1036.63,0
2021-01-24,NRT (Tokio),MAD (Madrid),13344,1449.77,0
2023-04-19,MAD (Madrid),GRU (São Paulo),10756,1159.51,0
2020-12-29,SIN (Singapur),CDG (París),11748,1325.42,0
2023-10-01,GRU (São Paulo),PEK (Pekín),12740,3431.75,1
2020-07-18,LHR (Londres),ORD (Chicago),9940,5643.25,2
2024-04-10,CPT (Ciudad del Cabo),HND (Tokio),14416,3641.17,1
2022-07-09,GRU (São Paulo),DEL (Delhi),9661,1082.81,0
2025-03-01,SIN (Singapur),DXB (Dubái),11935,1194.79,0
2021-11-06,JFK (Nueva York),ATL (Atlanta),8272,933.34,0
2023-09-17,JFK (Nueva York),PEK (Pekín),14291,1526.29,0
2020-06-19,GRU (São Paulo),LHR (Londres),14465,7422.43,2
2021-04-22,DOH (Doha),FRA (Frankfurt),11160,1263.45,0
2023-11-23,PVG (Shanghái),DOH (Doha),14131,3978.74,1
2024-09-03,MAD (Madrid),ORD (Chicago),14486,1389.88,0
2023-09-28,CDG (París),DOH (Doha),14125,1537.72,0
2024-05-22,LAX (Los Ángeles),MAD (Madrid),14878,1533.76,0
2020-09-04,SYD (Sídney),FRA (Frankfurt),10389,1070.26,0
2022-04-20,GRU (São Paulo),PVG (Shanghái),657,70.8,0
2021-07-27,PEK (Pekín),JFK (Nueva York),13669,3730.99,1
2024-04-11,PVG (Shanghái),SIN (Singapur),5535,595.12,0
2021-06-10,CDG (París),EZE (Buenos Aires),9683,1071.21,0
2022-12-25,ORD (Chicago),LHR (Londres),10548,1021.03,0
2021-02-25,DXB (Dubái),DOH (Doha),6168,704.27,0
2023-07-24,NRT (Tokio),JFK (Nueva York),13004,1418.79,0
2024-02-24,DEL (Delhi),CPT (Ciudad del Cabo),8326,833.82,0
2021-02-09,DOH (Doha),NRT (Tokio),11675,3157.91,1
2020-12-27,DXB (Dubái),ORD (Chicago),10952,1053.89,0
2021-12-13,CPT (Ciudad del Cabo),PVG (Shanghái),11195,2774.7,1
2023-06-11,DOH (Doha),DEL (Delhi),4099,404.01,0
2022-06-11,GRU (São Paulo),LAX (Los Ángeles),10255,998.79,0
2023-09-12,EZE (Buenos Aires),HND (Tokio),10530,2587.2,1
2024-05-18,ATL (Atlanta),GRU (São Paulo),13184,1469.75,0
2021-11-21,DOH (Doha),NRT (Tokio),9552,935.01,0
2024-09-23,DOH (Doha),ATL (Atlanta),9427,2521.47,1
2021-03-24,SIN (Singapur),MAD (Madrid),12940,1429.5,0
2022-03-05,PVG (Shanghái),HND (Tokio),9510,953.52,0
2024-11-13,EZE (Buenos Aires),SYD (Sídney),11401,1089.27,0
2023-06-18,PEK (Pekín),PVG (Shanghái),14761,3554.88,1
2024-06-24,DEL (Delhi),CPT (Ciudad del Cabo),12771,1282.58,0
2022-01-09,HND (Tokio),SIN (Singapur),14768,1448.43,0
2025-03-22,EZE (Buenos Aires),PEK (Pekín),11947,3029.96,1
2023-05-06,PEK (Pekín),LHR (Londres),11326,1199.1,0
2025-02-16,LAX (Los Ángeles),JFK (Nueva York),13464,3579.52,1
2021-11-05,JFK (Nueva York),FRA (Frankfurt),9772,1115.91,0
2020-10-03,CDG (París),FRA (Frankfurt),11896,3316.52,1
2020-10-13,PVG (Shanghái),MAD (Madrid),14725,1578.58,0
2022-06-21,GRU (São Paulo),SIN (Singapur),4073,419.15,0
2022-02-08,LHR (Londres),MAD (Madrid),13337,1520.29,0
2022-04-26,HND (Tokio),NRT (Tokio),6788,762.13,0
2024-09-29,EZE (Buenos Aires),DXB (Dubái),9483,953.99,0
2023-12-20,CDG (París),PEK (Pekín),5883,586.14,0
2021-05-17,ATL (Atlanta),JFK (Nueva York),14998,1692.79,0
2024-05-10,NRT (Tokio),CPT (Ciudad del Cabo),8468,4784.88,2
2023-08-04,HND (Tokio),DOH (Doha),8755,2143.67,1
2020-12-12,ORD (Chicago),EZE (Buenos Aires),13178,1390.27,0
2025-01-18,ORD (Chicago),PEK (Pekín),9060,2405.03,1
2023-03-23,DEL (Delhi),GRU (São Paulo),12632,1278.19,0
2023-08-19,MAD (Madrid),DEL (Delhi),13599,1371.96,0
2024-11-05,ATL (Atlanta),GRU (São Paulo),10535,1085.87,0
2021-12-07,ATL (Atlanta),MAD (Madrid),11911,1187.06,0
2024-10-02,HND (Tokio),MAD (Madrid),8479,2209.37,1
2020-07-30,PEK (Pekín),GRU (São Paulo),11962,1163.1,0
2022-07-13,GRU (São Paulo),PVG (Shanghái),7718,752.1,0
2024-02-11,FRA (Frankfurt),CDG (París),10698,2787.51,1
2025-03-30,SIN (Singapur),EZE (Buenos Aires),11221,1086.47,0
2024-03-05,MAD (Madrid),LAX (Los Ángeles),13307,1401.76,0
2024-02-23,JFK (Nueva York),LHR (Londres),11709,1126.0,0
2021-03-29,MAD (Madrid),HND (Tokio),10859,1213.91,0
2021-02-03,MAD (Madrid),EZE (Buenos Aires),13865,1593.55,0
2021-09-05,LHR (Londres),MAD (Madrid),9147,929.43,0
